store_name	store_number	address	address2	city	state	zip_code	country	phone_number	latitude	longitude	store_hours	store_type	other_fields
Northbrook, Northbrook		1314 Northbrook Court	Northbrook, IL 60062	Northbrook	Illinois	60062	United States	(847) 714-0505			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Deer Park, Deer Park		20530 North Rand Road	Deer Park, IL 60010	Deer Park	Illinois	60010	United States	(847) 438-8885			Mo-Sa 10:00-21:00; Su 12:00-17:00	Store	
Geneva, Geneva Commons		406 Commons Drive	Geneva, IL 60134	Geneva	Illinois	60134	United States	(630) 262-3330			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Chicago, State Street		108 North State Street	Chicago, IL 60602	Chicago	Illinois	60602	United States	(312) 263-8688			Mo-Sa 10:00-20:00; Su 11:00-18:00	Store	
Boise, Boise Towne Square Mall		350 North Milwaukee St.	Boise, ID 83704	Boise	Idaho	83704	United States	(208) 322-6278			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Chicago, Michigan Ave		605 North Michigan Avenue	Chicago, IL 60611	Chicago	Illinois	60611	United States	(312) 649-9343			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Chicago, LINCOLN PARK		938 West North Avenue	Chicago, IL 60642	Chicago	Illinois	60642	United States	(312) 274-0722			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
Champaign, Champaign		2000 North Neil Street	Champaign, IL 61820	Champaign	Illinois	61820	United States	(217) 351-3482			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Chicago, Watertower Place		845 N. Michigan Ave.	Chicago, IL 60611	Chicago	Illinois	60611	United States	(312) 335-9391			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Kapolei, Ka Makana		91-5431  Kapolei Parkway	Kapolei, HI 96707	Kapolei	Hawaii	96707	United States				Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Honolulu, Ala Moana		1450 Ala Moana Blvd.	Honolulu, HI 96814	Honolulu	Hawaii	96814	United States	(808) 944-9797			Mo-Sa 09:30-21:00; Su 10:00-19:00	Store	
Buford, Mall Of Georgia		3333 Buford Drive	Buford, GA 30519	Buford	Georgia	30519	United States	(770) 614-3499			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Honolulu, Kalakaua		2250 Kalakaua Avenue	Honolulu, HI 96815	Honolulu	Hawaii	96815	United States	(808) 923-3301			Mo-Su 10:00-23:00	Store	
Maui, Lahaina		2435 Ka'anapali Pkwy	Maui, HI 96761	Maui	Hawaii	96761	United States	(808) 667-2545			Mo-Su 09:30-22:00	Store	
Marietta, East Cobb		4475 Rosewell Rd.	Marietta, GA 30062	Marietta	Georgia	30062	United States	770-565-0865			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Kennesaw, Town Center At Cobb		400 Ernest W Barrett Pkwy	Kennesaw, GA 30144	Kennesaw	Georgia	30144	United States	(770) 426-1418			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Aiea, Pearlridge		98-1005 Moanalua Rd	Aiea, HI 96701	Aiea	Hawaii	96701	United States	(808) 487-0660			Mo-Sa 10:00-21:00; Su 10:00-18:00	Store	
Atlanta, Buckhead		3167 Peachtree Road NE	Atlanta, GA 30305	Atlanta	Georgia	30305	United States				Mo-Sa 10:00-19:00; Su 12:00-18:00	Store	
Atlanta, Ponce City Market		650 North Avenue	Atlanta, GA 30308	Atlanta	Georgia	30308	United States	(404) 532-1591			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Augusta, Augusta		3450 Wrightsboro Road	Augusta, GA 30909	Augusta	Georgia	30909	United States	(706) 736-6511			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Atlanta, Perimeter Mall		4400 Ashford Dunwoody Rd.	Atlanta, GA 30346	Atlanta	Georgia	30346	United States	(678) 731-9950			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Atlanta, Cumberland Mall		1140 Cumberland Mall	Atlanta, GA 30339	Atlanta	Georgia	30339	United States	(678) 503-0000			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Alpharetta, North Point Mall		1000 North Point Circle	Alpharetta, GA 30022	Alpharetta	Georgia	30022	United States	(770) 475-4878			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Atlanta, Lenox Square		3393 Peachtree Rd., NE	Atlanta, GA 30326	Atlanta	Georgia	30326	United States	(404) 816-0123			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
West Palm Beach, City Place		550 S. Rosemary Ave	West Palm Beach, FL 33401	West Palm Beach	Florida	33401	United States	(561) 651-7633			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 12:00-18:00	Store	
Tampa, International Plaza		2223 N Westshore Blvd	Tampa, FL 33607	Tampa	Florida	33607	United States	(813) 872-2600			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Tampa,  Citrus Park		7965 Citrus Park Town Center	Tampa, FL 33625	Tampa	Florida	33625	United States	(813) 920-6200			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Tallahassee, Governors Square Mall		1500 Apalachee Pkwy	Tallahassee, FL 32301	Tallahassee	Florida	32301	United States	(850) 402-0105			Mo-Sa 10:00-21:00; Su 12:30-17:30	Store	
Sarasota, UTC Sarasota		140 University Town Center Drive	Sarasota, FL 34243	Sarasota	Florida	34243	United States	(941) 702-9491			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Pembroke Pines, Pembroke Gardens		516 SW 145th Terrace	Pembroke Pines, FL 33027	Pembroke Pines	Florida	33027	United States	(954) 438-2030			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Pensacola, CORDOVA MALL		5100 N 9th Ave	Pensacola, FL 32504	Pensacola	Florida	32504	United States	(850) 473-0083			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Orlando, MALL AT MILLENIA		4200 Conroy Road	Orlando, FL 32839	Orlando	Florida	32839	United States	(407) 352-5102			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Miami, Miami international		1455 NW 107th Ave	Miami, FL 33172	Miami	Florida	33172	United States	(786) 464-1313			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Miami, Brickell City Centre		701 - B South Miami Avenue	Miami, FL 33131	Miami	Florida	33131	United States	(786) 261-0507 			Mo-Sa 10:00-21:30; Su 12:00-19:00	Store	
Palm Beach Gardens, The Gardens		3101 PGA Blvd.	Palm Beach Gardens, FL 33410	Palm Beach Gardens	Florida	33410	United States	(561) 622-1057			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Gainesville, Oaks Mall		6689 Newberry Road	Gainesville, FL 32605	Gainesville	Florida	32605	United States	(352) 331-8880			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Miami Beach, South Beach		721 Collins Avenue	Miami Beach, FL 33139	Miami Beach	Florida	33139	United States	(305) 532-0904			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-21:00	Store	
Lake Buena Vista, Disney Springs		1530 E. Buena Vista Drive	Lake Buena Vista, FL 32830	Lake Buena Vista	Florida	32830	United States	(407) 560-9159			Mo-Th 10:00-23:00; Fr-Sa 10:00-23:30; Su 10:00-23:00	Store	
Orlando, Florida Mall		8001 S. Orange Blossom Trail	Orlando, FL 32809	Orlando	Florida	32809	United States	(407) 240-6634			Mo-Fr 10:00-21:00; Sa 10:00-22:00; Su 12:00-20:00	Store	
Miami, Dadeland		7479 N. Kendall Drive	Miami, FL 33156	Miami	Florida	33156	United States	(305) 740-3445			Mo-Sa 10:00-21:30; Su 12:00-19:00	Store	
Jacksonville, St Johns		10281 Midtown Parkway	Jacksonville, FL 32246	Jacksonville	Florida	32246	United States	(904) 997-1212			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Estero, Coconut Point		23161 Fashion Drive	Estero, FL 33928	Estero	Florida	33928	United States	(239) 390-9889			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Ft. Lauderdale, The Galleria At Fort Lauderdale		2414 E Sunrise Blvd	Ft. Lauderdale, FL 33304	Ft. Lauderdale	Florida	33304	United States	(954) 630-3636			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Destin, Destin		4236 Legendary Dr.	Destin, FL 32541	Destin	Florida	32541	United States	(850) 269-1858			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Coral Gables, Merrick Park		358 San Lorenzo Ave	Coral Gables, FL 33146	Coral Gables	Florida	33146	United States	(305) 569-9296			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Washington DC, F Street		1000 F Street NW 	Washington DC, DC 20004	Washington DC	District of Columbia	20004	United States	(202) 347-5115			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Brandon, Brandon Town Center		912 Brandon Town Center Mall	Brandon, FL 33511	Brandon	Florida	33511	United States	(813) 651-1800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Georgetown, Georgetown		3065 M St. NW	Georgetown, DC 20007	Georgetown	District of Columbia	20007	United States	(202) 338-5644			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Newark, Newark		118 Christiana Mall	Newark, DE 19702	Newark	Delaware	19702	United States	(302) 738-9000			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Boca Raton, Boca Raton Town Center		6000 W. Glades	Boca Raton, FL 33431	Boca Raton	Florida	33431	United States	(561) 391-1221			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Aventura, Aventura		19575 Biscayne Blvd.	Aventura, FL 33180	Aventura	Florida	33180	United States	(305) 931-9579			Mo-Sa 10:00-21:30; Su 12:00-20:00	Store	
Altamonte Springs, Altamonte Mall		451 East Altamonte Dr.	Altamonte Springs, FL 32701	Altamonte Springs	Florida	32701	United States	(407) 265-6101			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Trumbull, Westfield Trumbull		5065 Main Street	Trumbull, CT 06611	Trumbull	Connecticut	06611	United States	(203) 373-7344			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Greenwich, Greenwich		75 Greenwich Ave	Greenwich, CT 06830	Greenwich	Connecticut	06830	United States	(203) 422-2191			Mo-Sa 10:00-18:00; Su 12:00-17:00	Store	
Uncasville, Mohegan Sun		1 Mohegan Sun Boulevard	Uncasville, CT 06382	Uncasville	Connecticut	06382	United States	(860) 886-0433			Mo-Th 10:00-22:00; Fr 10:00-00:00; Sa 10:00-00:00; Su 11:00-22:00	Store	
Farmington, Westfarms Mall		307 Westfarms Mall	Farmington, CT 06032	Farmington	Connecticut	06032	United States	(860) 521-7669			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
South Windsor, Evergreen Walk		200 Evergreen Way	South Windsor, CT 06074	South Windsor	Connecticut	06074	United States	(860) 648-4000			Mo-Th 10:00-20:00; Fr-Sa 10:00-21:00; Su 11:00-18:00	Store	
Stamford, Stamford		100 Greyrock Place	Stamford, CT 06901	Stamford	Connecticut	06901	United States	(203) 388-3824			Mo-Sa 10:00-21:00; Su 23:00-18:00	Store	
Danbury, Danbury Fair Mall		7 Backus Ave., Suite 364, Danbury, CT 06810	Danbury, CT 06810	Danbury	Connecticut	06810	United States	(203) 778-3200			Mo-Sa 10:00-21:30; Su 11:00-19:00	Store	
Colorado Springs, Outdoor Center		1645 Briargate Parkway	Colorado Springs, CO 80920	Colorado Springs	Colorado	80920	United States	(719) 260-8686			Mo-Sa 10:00-21:00; Su 23:00-18:00	Store	
Canton, The Shoppes At Farmington Valley		110 Albany Turnpike	Canton, CT 06019	Canton	Connecticut	06019	United States	(860) 693-8955			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Boulder, Boulder		1755 29th Street	Boulder, CO 80301	Boulder	Colorado	80301	United States	(303) 443-7700			Mo-Sa 10:00-20:00; Su 11:00-18:00	Store	
Walnut Creek, Walnut Creek		1149 Broadway Plaza	Walnut Creek, CA 94596	Walnut Creek	California	94596	United States	(925) 933-3433			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
Denver, Cherry Creek		3000 E First Avenue	Denver, CO 80206	Denver	Colorado	80206	United States	(303) 399-8800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Broomfield, Flatiron Crossing		One W. Flatiron Circle	Broomfield, CO 80021	Broomfield	Colorado	80021	United States	(720) 887-9655			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Fort Collins, Front Range Center		2720 Council Tree Ave	Fort Collins, CO 80525	Fort Collins	Colorado	80525	United States	(970) 225-1151			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Ventura, Ventura		3301-1242 E. Main Street	Ventura, CA 93003	Ventura	California	93003	United States	(805) 658-1100			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Valencia, Valencia		24201 West Valencia Blvd.	Valencia, CA 91355	Valencia	California	91355	United States	(661) 253-0003			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Temecula, The Promenade		40772 Winchester Road	Temecula, CA 92591	Temecula	California	92591	United States	(951) 296-1788			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Littleton, Park Meadows		8505 Park Meadows Center Dr.	Littleton, CO 80124	Littleton	Colorado	80124	United States	(303) 799-4800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Thousand Oaks, Westlake		4000 E Thousand Oaks Blvd	Thousand Oaks, CA  91362	Thousand Oaks	California	 91362	United States	(805) 496-1750			Mo-Th 10:00-20:00; Fr-Sa 10:00-21:00; Su 23:00-19:00	Store	
Santa Rosa, SANTA ROSA PLAZA		1071 Santa Rosa Plaza	Santa Rosa, CA 95401	Santa Rosa	California	95401	United States	(707) 541-0120			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Sherman Oaks, Westfield Fashion Square		14006 Riverside Drive	Sherman Oaks, CA 91423	Sherman Oaks	California	91423	United States	(818) 817-0900			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Torrance, Del Amo		21540 Hawthorn Blvd	Torrance, CA 90503	Torrance	California	90503	United States	(310) 214-3457			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
Santa Clara, Valley Fair Westfield Shopping Town		2855 Stevens Creek Blvd	Santa Clara, CA 95050	Santa Clara	California	95050	United States	(408) 248-7095			Mo-Fr 10:00-21:30; Sa 10:00-21:00; Su 11:00-19:00	Store	
Santa Monica, Santa Monica		1244 Third Street	Santa Monica, CA 90401	Santa Monica	California	90401	United States	(310) 395-3460			Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 10:00-21:00	Store	
Thousand Oaks, The Oaks Mall		338 W. Hillcrest Drive	Thousand Oaks, CA 91360	Thousand Oaks	California	91360	United States	(805) 370-9833			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
San Mateo, Hillsdale		115 Hillsdale Mall	San Mateo, CA 94403	San Mateo	California	94403	United States	(650) 525-9710			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Santa Barbara, Santa Barbara		701 Paseo Nuevo	Santa Barbara, CA 93101	Santa Barbara	California	93101	United States	(805) 962-5410			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
San Luis Obispo, San Luis Obispo		1090 Court Street	San Luis Obispo, CA 93401	San Luis Obispo	California	93401	United States	(805) 783-2200			Mo-Fr 10:00-20:00; Sa 10:00-19:00; Su 11:00-19:00	Store	
San Jose, Westfield Oakridge		925 Blossom Hill Road	San Jose, CA 95123	San Jose	California	95123	United States	(408) 224-7404			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-19:30	Store	
San Jose, Santana Row		377 Santana Row	San Jose, CA 95128	San Jose	California	95128	United States	(408) 247-0907			Mo-Sa 10:00-21:00; Su 23:00-19:00	Store	
San Francisco, Embarcadero		2 Embarcadero Center 	San Francisco, CA 94111	San Francisco	California	94111	United States	(415) 982-0150			Mo-Fr 10:00-19:00; Sa 11:00-18:00; Su 12:00-17:00	Store	
San Francisco, Stonestown Galleria		3251 20th Avenue	San Francisco, CA 94132	San Francisco	California	94132	United States	(415) 242-3200			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
San Francisco, Union Street		2083 Union St.	San Francisco, CA 94123	San Francisco	California	94123	United States	(415) 614-2704			Mo-Sa 10:00-20:00; Su 11:00-18:00	Store	
Roseville, Roseville		1151 Galleria Blvd	Roseville, CA 95678	Roseville	California	95678	United States	(916) 786-6333			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
San Francisco, Powell Street		33 Powell Street	San Francisco, CA 94102	San Francisco	California	94102	United States	(415) 362-9360			Mo-Sa 09:00-21:30; Su 10:00-20:00	Store	
San Diego, Fashion Valley		7007 Friars Road	San Diego, CA 92108	San Diego	California	92108	United States	(619) 220-0771			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Riverside, Riverside		2077 Galleria at Tyler	Riverside, CA 92503	Riverside	California	92503	United States	(951) 785-0717			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
San Diego, University Towne Center		4545 La Jolla Village Dr.	San Diego, CA 92122	San Diego	California	92122	United States	(858) 457-1983			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Palo Alto, Stanford Shopping Center		355 Stanford Shopping Center	Palo Alto, CA 94304	Palo Alto	California	94304	United States	(650) 327-5180			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
Sacramento, Arden Fair		1689 Arden Way	Sacramento, CA 95815	Sacramento	California	95815	United States	(916) 649-1010			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Rancho Cucamonga, Victoria Gardens		12506 N. Main Street	Rancho Cucamonga, CA 91739	Rancho Cucamonga	California	91739	United States	(909) 646-7299			Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 11:00-19:00	Store	
Novato, Vintage Oaks Shopping Center		208 Vintage Oaks	Novato, CA 94945	Novato	California	94945	United States	(415) 878-2004			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Pasadena, Old Town		13 W Colorado Blvd	Pasadena, CA 91105	Pasadena	California	91105	United States	(626) 683-3100			Mo-Sa 10:00-22:00; Su 11:00-20:00	Store	
Modesto, Vintage Faire Mall		3401 Dale Road	Modesto, CA 95356	Modesto	California	95356	United States	(209) 341-0100			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Pleasanton, Stoneridge Shopping Center		2125 Stoneridge Mall Rd	Pleasanton, CA 94588	Pleasanton	California	94588	United States	(925) 737-0616			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Palm Desert, Palm Desert		73505 El Paseo	Palm Desert, CA 92260	Palm Desert	California	92260	United States	(760) 837-1970			Mo-Th 10:00-19:00; Fr-Sa 10:00-20:00; Su 11:00-17:00	Store	
Monterey, Monterey		230 Del Monte Center	Monterey, CA 93940	Monterey	California	93940	United States	(831) 372-1340			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
Montclair, Montclair		2061 Montclair Plaza Lane	Montclair, CA 91763	Montclair	California	91763	United States	(909) 447-4174			Mo-Sa 10:00-20:30; Su 11:00-19:00	Store	
Northridge, Northridge Fashion Center		9301 Tampa Ave	Northridge, CA 91324	Northridge	California	91324	United States	(818) 886-6500			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Mission Viejo, Mission Viejo		498 The Shops at Mission Viejo	Mission Viejo, CA 92691	Mission Viejo	California	92691	United States	(949) 364-3449			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
Marina Del Rey, Waterside Marina Del Rey		4766 Admiralty Way	Marina Del Rey, CA 90292	Marina Del Rey	California	90292	United States	(310) 305-4193			Mo-Su 10:00-20:00	Store	
Burlingame, Burlingame		1205 Burlingame Avenue	Burlingame, CA 94010	Burlingame	California	94010	United States	(650) 347-6700			Mo-Sa 10:00-20:00; Su 10:00-18:00	Store	
Manhattan Beach, Manhattan Village Shopping Center		3200 Sepulveda Blvd.	Manhattan Beach, CA 90266	Manhattan Beach	California	90266	United States	(310) 546-8889			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Bakersfield, Bakersfield		2701 Ming Ave.	Bakersfield, CA 93304	Bakersfield	California	93304	United States	(661) 832-6300			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Rogers, Pinnacle Hills		2203 S. 45th Street	Rogers, AR 72758	Rogers	Arkansas	72758	United States	(479) 636-9191			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Calabasas, Calabasas		4799 Commons Way	Calabasas, CA 91302	Calabasas	California	91302	United States	(818) 223-9481			Mo-Th 10:00-19:00; Fr-Sa 10:00-20:00; Su 11:00-18:00	Store	
Arcadia, Santa Anita Mall		400 S. Baldwin Ave	Arcadia, CA 91007	Arcadia	California	91007	United States	(626) 445-0400			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Brea, Brea Mall		1065 Brea Mall	Brea, CA 92821	Brea	California	92821	United States	(714) 674-0333			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
Tucson, Park Place		5870 East Broadway Blvd.	Tucson, AZ 85711	Tucson	Arizona	85711	United States	(520) 790-3333			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Little Rock, Park Plaza		6000 W Markham Street	Little Rock, AR 72205	Little Rock	Arkansas	72205	United States	(501) 603-9189			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Tucson, Tucson Mall		4500 N. Oracle Road	Tucson, AZ 85705	Tucson	Arizona	85705	United States	(520) 888-3440			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Anaheim, Disneyland		1570 S. Disneyland Drive	Anaheim, CA 92802	Anaheim	California	92802	United States	(714) 758-1700			Mo-Th 10:00-22:00; Fr-Sa 10:30-23:00; Su 10:30-22:00	Store	
Phoenix, Biltmore		2502 E. Camelback Rd. 	Phoenix, AZ 85016	Phoenix	Arizona	85016	United States	602-957-9400			Mo-Sa 10:00-20:00; Su 12:00-18:00	Store	
Scottsdale, Scottsdale Quarter		15169 N Scottsdale Rd.	Scottsdale, AZ 85254	Scottsdale	Arizona	85254	United States	(480) 991-0915			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Scottsdale, Scottsdale Fashion Center		7014 East Camelback Rd	Scottsdale, AZ 85251	Scottsdale	Arizona	85251	United States	(480) 945-0100			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Anchorage, 5TH AVE MALL		320 W. 5th Ave	Anchorage, AK 99501	Anchorage	Alaska	99501	United States	(907) 277-7700			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Glendale, Arrowhead Towne Center		7700 W Arrowhead Towne Center	Glendale, AZ 85308	Glendale	Arizona	85308	United States	(623) 334-8700			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Gilbert, San Tan Village		2206 E Williams Field Rd	Gilbert, AZ 85295	Gilbert	Arizona	85295	United States	(480) 917-4555			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Hoover, Riverchase Galleria		2000 Riverchase Galleria	Hoover, AL 35244	Hoover	Alabama	35244	United States	(205) 403-9920			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
